pot,treatment,treatment_ID,replicate,pot_ID,spec_comb,tree_ID,species,date_t0,RCD_1_mm,RCD_2_mm,RCD_t0_mm,shoot_t0_cm,notes,date_t1,RCD_1_mm,RCD_2_mm,RCD_t1_mm,shoot_t1_cm,date_t2,RCD_1_mm,RCD_2_mm,RCD_t2_mm,shoot_t2_cm,notes,date_t3,RCD_1_mm,RCD_2_mm,RCD_t3_mm,shoot_t3_cm
78,mix,Mix_AT_EI ,4,Mix_1AT_2EI 4,PIST-PIST-PRSE,3,PRSE,2024-07-14,2.02,1.91,2.0,12.5,"top is dead, measured to tallest living apical meristem",2024-07-25,2.52,2.41,2.5,13.0,2024-08-23,2.33,2.44,2.4,15.5,,,,,0.0,
79,mix,Mix_AI_EI ,4,Mix_2AI_1EI 4,ACSA-ACSA-PIST,1,ACSA,2024-07-14,1.15,1.20,1.2,5.0,,2024-07-25,1.52,1.28,1.4,5.5,2024-08-23,1.24,1.27,1.3,5.0,,,,,0.0,
79,mix,Mix_AI_EI ,4,Mix_2AI_1EI 4,ACSA-ACSA-PIST,2,ACSA,2024-07-14,1.28,1.38,1.3,5.5,,2024-07-25,1.64,1.49,1.6,6.0,2024-08-23,1.42,1.54,1.5,5.5,,,,,0.0,
79,mix,Mix_AI_EI ,4,Mix_2AI_1EI 4,ACSA-ACSA-PIST,3,PIST,2024-07-14,3.92,4.16,4.0,16.5,,2024-07-25,4.10,4.07,4.1,17.0,2024-08-23,5.42,5.17,5.3,20.0,,,,,0.0,
80,mix,Mix_AI_ET ,5,Mix_2AI_1ET 5,ACSA-ACSA-QURU,1,QURU,2024-07-14,3.39,3.37,3.4,16.5,,2024-07-25,3.60,3.91,3.8,17.0,2024-08-23,4.25,4.27,4.3,18.0,,,,,0.0,
80,mix,Mix_AI_ET ,5,Mix_2AI_1ET 5,ACSA-ACSA-QURU,2,ACSA,2024-07-14,1.33,1.42,1.4,4.0,,2024-07-25,1.45,1.79,1.6,5.5,2024-08-23,1.50,1.42,1.5,4.0,,,,,0.0,
80,mix,Mix_AI_ET ,5,Mix_2AI_1ET 5,ACSA-ACSA-QURU,3,ACSA,2024-07-14,0.88,0.98,0.9,4.5,,2024-07-25,1.05,0.93,1.0,5.0,2024-08-23,1.24,1.17,1.2,4.5,,,,,0.0,
81,mix,Mix_AT_EI ,6,Mix_2AT_1EI 6,PIST-PRSE-PRSE,1,PRSE,2024-07-14,3.26,3.23,3.2,38.0,,2024-07-25,3.62,3.30,3.5,39.0,2024-08-23,6.90,6.80,6.9,49.0,,,,,0.0,
81,mix,Mix_AT_EI ,6,Mix_2AT_1EI 6,PIST-PRSE-PRSE,2,PIST,2024-07-14,2.94,3.12,3.0,15.0,,2024-07-25,3.01,3.23,3.1,16.0,2024-08-23,3.60,3.30,3.5,15.0,,,,,0.0,
81,mix,Mix_AT_EI ,6,Mix_2AT_1EI 6,PIST-PRSE-PRSE,3,PRSE,2024-07-14,2.38,2.28,2.3,26.0,,2024-07-25,2.68,2.47,2.6,28.0,2024-08-23,5.00,5.24,5.1,38.5,,,,,0.0,
82,mix,Mix_AT_EI ,5,Mix_1AT_2EI 5,PIST-PIST-PRSE,1,PIST,2024-07-14,3.97,4.28,4.1,15.0,,2024-07-25,3.99,4.09,4.0,17.0,2024-08-23,5.14,5.61,5.4,16.0,,,,,0.0,
82,mix,Mix_AT_EI ,5,Mix_1AT_2EI 5,PIST-PIST-PRSE,2,PIST,2024-07-14,3.44,3.56,3.5,25.0,,2024-07-25,3.54,3.71,3.6,26.0,2024-08-23,4.09,4.43,4.3,24.5,,,,,0.0,
82,mix,Mix_AT_EI ,5,Mix_1AT_2EI 5,PIST-PIST-PRSE,3,PRSE,2024-07-14,2.97,2.92,2.9,20.0,,2024-07-25,3.08,3.00,3.0,21.0,2024-08-23,6.34,6.80,6.6,33.0,,,,,0.0,
83,mix,Mix_AT_EI ,6,Mix_1AT_2EI 6,ACSA-PIST-PIST,1,PIST,2024-07-14,2.58,2.83,2.7,16.0,,2024-07-25,2.81,2.37,2.6,17.0,2024-08-23,3.35,3.42,3.4,16.0,,,,,0.0,
83,mix,Mix_AT_EI ,6,Mix_1AT_2EI 6,ACSA-PIST-PIST,2,PIST,2024-07-14,3.64,3.62,3.6,18.0,,2024-07-25,3.49,3.71,3.6,20.0,2024-08-23,4.23,3.96,4.1,19.0,,,,,0.0,
83,mix,Mix_AT_EI ,6,Mix_1AT_2EI 6,ACSA-PIST-PIST,3,ACSA,2024-07-14,2.82,2.90,2.9,19.0,,2024-07-25,2.92,2.85,2.9,21.0,2024-08-23,2.99,3.07,3.0,20.0,,,,,0.0,
84,mix,Mix_AI_EI ,5,Mix_2AI_1EI 5,ACSA-ACSA-PIST,1,ACSA,2024-07-14,1.25,1.26,1.3,3.5,,2024-07-25,1.52,1.36,1.4,3.5,2024-08-23,1.23,1.24,1.2,3.5,,,,,0.0,
84,mix,Mix_AI_EI ,5,Mix_2AI_1EI 5,ACSA-ACSA-PIST,2,PIST,2024-07-14,3.62,3.41,3.5,22.0,,2024-07-25,3.16,3.27,3.2,21.5,2024-08-23,4.66,4.67,4.7,24.0,,,,,0.0,
84,mix,Mix_AI_EI ,5,Mix_2AI_1EI 5,ACSA-ACSA-PIST,3,ACSA,2024-07-14,1.09,1.11,1.1,4.5,,2024-07-25,1.27,1.52,1.4,5.0,2024-08-23,1.12,1.25,1.2,5.0,,,,,0.0,
85,mix,Mix_AI_ET ,6,Mix_1AI_2ET 6,ACSA-QURU-QURU,1,ACSA,2024-07-14,1.27,1.50,1.4,7.0,,2024-07-25,1.72,1.76,1.7,7.0,2024-08-23,1.61,1.66,1.6,7.0,,,,,0.0,
85,mix,Mix_AI_ET ,6,Mix_1AI_2ET 6,ACSA-QURU-QURU,2,QURU,2024-07-14,3.81,3.83,3.8,15.0,,2024-07-25,3.99,4.08,4.0,17.0,2024-08-23,4.49,4.63,4.6,16.0,,,,,0.0,
85,mix,Mix_AI_ET ,6,Mix_1AI_2ET 6,ACSA-QURU-QURU,3,QURU,2024-07-14,3.88,4.00,3.9,29.0,,2024-07-25,3.71,3.97,3.8,31.0,2024-08-23,5.78,5.95,5.9,31.0,,,,,0.0,
86,mix,Mix_AI_ET ,6,Mix_2AI_1ET 6,ACSA-ACSA-QURU,1,ACSA,2024-07-14,1.28,1.29,1.3,5.0,,2024-07-25,1.72,1.53,1.6,7.0,2024-08-23,1.03,1.15,1.1,4.5,,,,,0.0,
86,mix,Mix_AI_ET ,6,Mix_2AI_1ET 6,ACSA-ACSA-QURU,2,ACSA,2024-07-14,0.80,0.73,0.8,3.5,,2024-07-25,0.91,0.86,0.9,3.5,2024-08-23,1.27,1.22,1.2,5.0,,,,,0.0,
86,mix,Mix_AI_ET ,6,Mix_2AI_1ET 6,ACSA-ACSA-QURU,3,QURU,2024-07-14,3.68,2.65,3.2,13.0,,2024-07-25,3.71,3.25,3.5,16.0,2024-08-23,3.08,2.92,3.0,13.5,,,,,0.0,
87,mix,Mix_AT_ET ,6,Mix_1AT_2ET 6,PIST-PIST-PRSE,1,PIST,2024-07-14,3.25,3.10,3.2,20.0,,2024-07-25,3.43,3.25,3.3,21.0,2024-08-23,4.18,4.46,4.3,21.0,,,,,0.0,
87,mix,Mix_AT_ET ,6,Mix_1AT_2ET 6,PIST-PIST-PRSE,2,PRSE,2024-07-14,2.67,2.59,2.6,32.5,,2024-07-25,2.78,2.39,2.6,33.0,2024-08-23,4.41,4.37,4.4,42.0,,,,,0.0,
87,mix,Mix_AT_ET ,6,Mix_1AT_2ET 6,PIST-PIST-PRSE,3,PIST,2024-07-14,3.69,3.80,3.7,27.0,,2024-07-25,3.78,3.91,3.8,28.0,2024-08-23,5.26,5.04,5.2,28.5,,,,,0.0,
88,mix,EM_ET_EI ,5,EM_2ET_1EI 5,PIST-QURU-QURU,1,PIST,2024-07-14,3.70,3.66,3.7,24.0,,2024-07-25,3.80,3.79,3.8,26.0,2024-08-23,5.13,5.09,5.1,25.0,,,,,0.0,
88,mix,EM_ET_EI ,5,EM_2ET_1EI 5,PIST-QURU-QURU,2,QURU,2024-07-14,2.51,2.63,2.6,12.0,,2024-07-25,2.78,2.89,2.8,13.0,2024-08-23,3.35,3.51,3.4,17.0,,,,,0.0,
88,mix,EM_ET_EI ,5,EM_2ET_1EI 5,PIST-QURU-QURU,3,QURU,2024-07-14,3.75,3.87,3.8,19.0,,2024-07-25,3.89,3.99,3.9,21.0,2024-08-23,4.70,4.88,4.8,20.0,,,,,0.0,
89,mix,Mix_AI_EI ,6,Mix_2AI_1EI 6,ACSA-ACSA-PIST,1,PIST,2024-07-14,3.80,3.74,3.8,27.0,,2024-07-25,3.95,3.17,3.6,28.0,2024-08-23,5.21,4.97,5.1,29.0,,,,,0.0,
89,mix,Mix_AI_EI ,6,Mix_2AI_1EI 6,ACSA-ACSA-PIST,2,ACSA,2024-07-14,2.06,2.13,2.1,12.0,,2024-07-25,2.19,2.91,2.6,13.0,2024-08-23,2.20,2.50,2.4,12.5,,,,,0.0,
89,mix,Mix_AI_EI ,6,Mix_2AI_1EI 6,ACSA-ACSA-PIST,3,ACSA,2024-07-14,1.55,1.51,1.5,7.5,,2024-07-25,1.63,1.78,1.7,8.0,2024-08-23,1.52,1.59,1.6,9.0,,,,,0.0,
90,mono,M_EI ,6,M_EI 6,PIST-PIST-PIST,1,PIST,2024-07-14,3.46,3.48,3.5,19.0,,2024-07-25,3.87,3.71,3.8,21.0,2024-08-23,4.39,4.16,4.3,20.0,,,,,0.0,
90,mono,M_EI ,6,M_EI 6,PIST-PIST-PIST,2,PIST,2024-07-14,3.33,3.49,3.4,18.0,,2024-07-25,3.51,3.69,3.6,19.0,2024-08-23,4.51,4.41,4.5,18.5,,,,,0.0,
90,mono,M_EI ,6,M_EI 6,PIST-PIST-PIST,3,PIST,2024-07-14,2.58,2.80,2.7,13.5,,2024-07-25,2.69,2.82,2.8,14.0,2024-08-23,4.17,3.69,3.9,14.5,,,,,0.0,
91,mono,M_ET ,7,M_ET 7,QURU-QURU-QURU,1,QURU,2024-07-14,2.92,2.94,2.9,12.0,,2024-07-25,3.31,3.20,3.3,13.0,2024-08-23,3.47,3.52,3.5,15.0,,,,,0.0,
91,mono,M_ET ,7,M_ET 7,QURU-QURU-QURU,2,QURU,2024-07-14,2.40,2.53,2.5,10.5,,2024-07-25,2.55,2.67,2.6,11.0,2024-08-23,2.72,2.78,2.8,12.0,,,,,0.0,
91,mono,M_ET ,7,M_ET 7,QURU-QURU-QURU,3,QURU,2024-07-14,2.24,2.32,2.3,11.0,,2024-07-25,2.45,2.61,2.5,12.0,2024-08-23,3.00,3.08,3.0,12.0,,,,,0.0,
92,mix,AM_AT_AI ,5,AM_2AT_1AI 5,ACSA-PRSE-PRSE,1,PRSE,2024-07-14,2.34,2.40,2.4,26.0,,2024-07-25,2.52,2.71,2.6,27.0,2024-08-23,5.55,5.23,5.4,36.0,,,,,0.0,
92,mix,AM_AT_AI ,5,AM_2AT_1AI 5,ACSA-PRSE-PRSE,2,ACSA,2024-07-14,1.48,1.62,1.6,10.0,,2024-07-25,1.89,1.71,1.8,11.0,2024-08-23,1.73,1.81,1.8,11.0,,,,,0.0,
92,mix,AM_AT_AI ,5,AM_2AT_1AI 5,ACSA-PRSE-PRSE,3,PRSE,2024-07-14,1.99,2.11,2.1,24.0,,2024-07-25,2.08,2.17,2.1,26.0,2024-08-23,4.10,4.49,4.3,38.0,,,,,0.0,
93,mono,M_EI ,7,M_EI 7,PIST-PIST-PIST,1,PIST,2024-07-14,3.62,3.92,3.8,20.5,,2024-07-25,3.87,4.08,4.0,22.0,2024-08-23,6.00,5.64,5.8,21.0,,,,,0.0,
93,mono,M_EI ,7,M_EI 7,PIST-PIST-PIST,2,PIST,2024-07-14,3.24,3.36,3.3,24.0,,2024-07-25,3.31,3.61,3.5,26.0,2024-08-23,4.23,4.25,4.2,25.0,,,,,0.0,
93,mono,M_EI ,7,M_EI 7,PIST-PIST-PIST,3,PIST,2024-07-14,3.10,3.80,3.5,16.0,,2024-07-25,3.39,3.67,3.5,17.0,2024-08-23,4.50,4.66,4.6,16.5,,,,,0.0,
94,mix,Mix_AI_EI ,7,Mix_1AI_2EI 7,ACSA-PIST-PIST,1,PIST,2024-07-14,2.80,2.77,2.8,16.0,,2024-07-25,2.95,2.70,2.8,17.0,2024-08-23,3.27,3.81,3.5,18.0,,,,,0.0,
94,mix,Mix_AI_EI ,7,Mix_1AI_2EI 7,ACSA-PIST-PIST,2,PIST,2024-07-14,3.57,3.38,3.5,29.0,,2024-07-25,3.76,3.45,3.6,30.0,2024-08-23,5.12,4.99,5.1,29.5,,,,,0.0,
94,mix,Mix_AI_EI ,7,Mix_1AI_2EI 7,ACSA-PIST-PIST,3,ACSA,2024-07-14,0.97,1.10,1.0,6.5,,2024-07-25,1.09,1.18,1.1,7.0,2024-08-23,1.09,1.10,1.1,8.0,,,,,0.0,
95,mix,Mix_AI_ET ,4,Mix_1AI_2ET 4,PRSE-QURU-QURU,1,PRSE,2024-07-14,3.48,3.43,3.5,36.0,,2024-07-25,3.56,3.40,3.5,37.0,2024-08-23,7.26,6.72,7.0,53.0,,,,,0.0,
95,mix,Mix_AI_ET ,4,Mix_1AI_2ET 4,PRSE-QURU-QURU,2,QURU,2024-07-14,3.31,3.22,3.3,11.0,,2024-07-25,3.41,3.39,3.4,11.0,2024-08-23,3.29,3.26,3.3,13.0,,,,,0.0,
95,mix,Mix_AI_ET ,4,Mix_1AI_2ET 4,PRSE-QURU-QURU,3,QURU,2024-07-14,3.89,3.86,3.9,13.0,,2024-07-25,3.91,4.01,4.0,14.0,2024-08-23,4.20,4.06,4.1,13.5,,,,,0.0,
96,mix,EM_ET_EI ,6,EM_1ET_2EI 6,PIST-PIST-QURU,1,QURU,2024-07-14,3.82,3.98,3.9,14.0,,2024-07-25,3.71,3.99,3.9,16.0,2024-08-23,3.57,3.61,3.6,14.0,,,,,0.0,
96,mix,EM_ET_EI ,6,EM_1ET_2EI 6,PIST-PIST-QURU,2,PIST,2024-07-14,3.54,3.48,3.5,26.0,,2024-07-25,3.67,3.62,3.6,26.0,2024-08-23,4.72,4.48,4.6,26.0,,,,,0.0,
96,mix,EM_ET_EI ,6,EM_1ET_2EI 6,PIST-PIST-QURU,3,PIST,2024-07-14,4.08,4.96,4.5,19.0,height of tallest stem,2024-07-25,4.21,4.77,4.5,20.0,2024-08-23,5.75,4.99,5.4,19.0,,,,,0.0,
97,mix,Mix_AI_ET ,5,Mix_1AI_2ET 5,PRSE-QURU-QURU,1,QURU,2024-07-14,4.15,3.94,4.0,22.0,,2024-07-25,4.27,4.11,4.2,22.0,2024-08-23,4.94,5.03,5.0,23.0,,,,,0.0,
97,mix,Mix_AI_ET ,5,Mix_1AI_2ET 5,PRSE-QURU-QURU,2,QURU,2024-07-14,3.18,3.18,3.2,13.0,,2024-07-25,3.00,3.18,3.1,13.0,2024-08-23,3.39,3.50,3.4,15.0,,,,,0.0,
97,mix,Mix_AI_ET ,5,Mix_1AI_2ET 5,PRSE-QURU-QURU,3,PRSE,2024-07-14,2.63,2.61,2.6,37.0,,2024-07-25,3.57,3.41,3.5,38.0,2024-08-23,4.81,4.86,4.8,44.0,,,,,0.0,
98,mix,Mix_AT_EI ,7,Mix_1AT_2EI 7,PIST-PIST-PRSE,1,PIST,2024-07-14,3.77,3.71,3.7,19.0,,2024-07-25,3.99,3.89,3.9,19.5,2024-08-23,4.61,4.83,4.7,21.0,,,,,0.0,
98,mix,Mix_AT_EI ,7,Mix_1AT_2EI 7,PIST-PIST-PRSE,2,PIST,2024-07-14,4.05,4.13,4.1,29.0,,2024-07-25,4.22,4.31,4.3,30.0,2024-08-23,5.45,5.28,5.4,32.0,,,,,0.0,
98,mix,Mix_AT_EI ,7,Mix_1AT_2EI 7,PIST-PIST-PRSE,3,PRSE,2024-07-14,3.10,3.15,3.1,40.5,,2024-07-25,3.41,3.35,3.4,41.0,2024-08-23,7.60,7.45,7.5,55.0,,,,,0.0,
99,mix,Mix_AT_ET ,6,Mix_1AT_2ET 6,PRSE-QURU-QURU,1,PRSE,2024-07-14,2.62,2.54,2.6,34.0,,2024-07-25,2.78,2.60,2.7,36.0,2024-08-23,4.60,4.47,4.5,39.5,,,,,0.0,
99,mix,Mix_AT_ET ,6,Mix_1AT_2ET 6,PRSE-QURU-QURU,2,QURU,2024-07-14,3.10,3.05,3.1,14.5,,2024-07-25,3.19,3.21,3.2,15.5,2024-08-23,3.63,3.49,3.6,16.0,,,,,0.0,
99,mix,Mix_AT_ET ,6,Mix_1AT_2ET 6,PRSE-QURU-QURU,3,QURU,2024-07-14,2.80,2.75,2.8,17.0,,2024-07-25,2.99,2.17,2.6,20.0,2024-08-23,3.54,3.28,3.4,18.0,,,,,0.0,
100,mix,Mix_AT_ET ,8,Mix_2AT_1ET 8,PRSE-PRSE-QURU,1,PRSE,2024-07-14,1.76,1.69,1.7,24.0,"top is dead, measured to tallest living apical meristem",2024-07-25,2.18,1.79,2.0,26.0,2024-08-23,2.31,2.27,2.3,31.0,dead,,,,0.0,
100,mix,Mix_AT_ET ,8,Mix_2AT_1ET 8,PRSE-PRSE-QURU,2,PRSE,2024-07-14,2.45,2.44,2.4,32.5,,2024-07-25,2.52,2.59,2.6,34.0,2024-08-23,4.86,5.24,5.1,41.0,,,,,0.0,
100,mix,Mix_AT_ET ,8,Mix_2AT_1ET 8,PRSE-PRSE-QURU,3,QURU,2024-07-14,2.46,2.46,2.5,13.0,,2024-07-25,2.60,2.47,2.5,14.5,2024-08-23,2.71,2.79,2.8,15.0,,,,,0.0,
101,mix,Mix_AT_ET ,7,Mix_1AT_2ET 7,PRSE-QURU-QURU,1,QURU,2024-07-14,3.00,2.92,3.0,16.0,,2024-07-25,3.77,3.38,3.6,18.0,2024-08-23,3.31,3.41,3.4,17.0,,,,,0.0,
101,mix,Mix_AT_ET ,7,Mix_1AT_2ET 7,PRSE-QURU-QURU,2,QURU,2024-07-14,3.51,3.46,3.5,17.0,,2024-07-25,3.89,3.58,3.7,18.5,2024-08-23,3.70,3.68,3.7,18.0,,,,,0.0,
101,mix,Mix_AT_ET ,7,Mix_1AT_2ET 7,PRSE-QURU-QURU,3,PRSE,2024-07-14,2.59,2.50,2.5,32.0,,2024-07-25,2.79,2.51,2.7,34.5,2024-08-23,4.05,4.02,4.0,37.5,,,,,0.0,
102,mix,Mix_AT_ET ,7,Mix_1AT_2ET 7,ACSA-QURU-QURU,1,ACSA,2024-07-14,1.38,1.42,1.4,12.0,,2024-07-25,1.58,1.61,1.6,13.5,2024-08-23,1.33,1.42,1.4,12.0,dead,,,,0.0,
102,mix,Mix_AT_ET ,7,Mix_1AT_2ET 7,ACSA-QURU-QURU,2,QURU,2024-07-14,2.85,3.00,2.9,12.0,,2024-07-25,2.48,2.69,2.6,13.0,2024-08-23,2.91,2.93,2.9,13.0,,,,,0.0,
102,mix,Mix_AT_ET ,7,Mix_1AT_2ET 7,ACSA-QURU-QURU,3,QURU,2024-07-14,1.44,1.45,1.4,5.0,,2024-07-25,1.48,1.59,1.5,5.0,2024-08-23,1.49,1.69,1.6,5.0,,,,,0.0,
103,mix,AM_AT_AI ,6,AM_2AT_1AI 6,ACSA-PRSE-PRSE,1,PRSE,2024-07-14,2.30,2.53,2.4,31.0,,2024-07-25,2.51,2.37,2.4,32.0,2024-08-23,4.68,4.78,4.7,47.0,,,,,0.0,
103,mix,AM_AT_AI ,6,AM_2AT_1AI 6,ACSA-PRSE-PRSE,2,PRSE,2024-07-14,3.19,3.35,3.3,34.5,,2024-07-25,3.48,3.69,3.6,35.0,2024-08-23,6.75,7.00,6.9,54.5,,,,,0.0,
103,mix,AM_AT_AI ,6,AM_2AT_1AI 6,ACSA-PRSE-PRSE,3,ACSA,2024-07-14,0.00,0.00,0.0,2.0,,2024-07-25,0.00,0.00,0.0,2.0,2024-08-23,0.00,0.00,0.0,2.0,,,,,0.0,
104,mix,EM_ET_ET ,6,EM_2ET_1ET 6,PIST-QURU-QURU,1,QURU,2024-07-14,2.97,3.09,3.0,14.5,,2024-07-25,3.25,3.18,3.2,15.0,2024-08-23,3.22,3.54,3.4,16.0,,,,,0.0,
104,mix,EM_ET_ET ,6,EM_2ET_1ET 6,PIST-QURU-QURU,2,PIST,2024-07-14,2.99,3.06,3.0,19.0,,2024-07-25,3.11,3.29,3.2,20.0,2024-08-23,3.51,3.82,3.7,19.0,,,,,0.0,
104,mix,EM_ET_ET ,6,EM_2ET_1ET 6,PIST-QURU-QURU,3,QURU,2024-07-14,3.44,3.33,3.4,16.5,,2024-07-25,3.68,3.55,3.6,18.0,2024-08-23,3.76,3.85,3.8,17.0,,,,,0.0,
